,no,latitude,longitude,sub_area
1394,18517,55.7518561785,37.8298474447,Chertanovo Severnoe
1395,24157,55.7518561785,37.8298474447,Novogireevo
1396,21809,55.7751951751,37.830494711,Otradnoe
1397,2826,55.5835228612,37.6862720351,Gol'janovo
1398,20024,55.8783262217,37.7152241724,Bogorodskoe
1399,12,55.882432093,37.4942760714,Novogireevo
1400,4312,55.882432093,37.4942760714,Severnoe Tushino
1401,11596,55.882432093,37.4942760714,Moskvorech'e-Saburovo
1402,15173,55.882432093,37.4942760714,Tverskoe
1403,9122,55.8886454181,37.6615592947,Shhukino
1404,2946,55.7165602056,37.8261678715,Presnenskoe
1405,29769,55.7165602056,37.8261678715,Novogireevo
1406,17842,55.8050831206,37.8272244925,Mar'ino
1407,22591,55.8050831206,37.8272244925,Golovinskoe
1408,2444,55.7341689588,37.8282724517,Kon'kovo
1409,20353,55.6409359448,37.8039264052,Hamovniki
1410,24709,55.6409359448,37.8039264052,Mar'ino
1411,13527,55.6215387114,37.4945034867,Bogorodskoe
1412,16525,55.6215387114,37.4945034867,Krjukovo
1413,7700,55.9038800275,37.5795410479,Zjuzino
1414,23844,55.9038800275,37.5795410479,Krjukovo
1415,26488,55.8895702887,37.6489573345,Orehovo-Borisovo Juzhnoe
1416,15598,55.8511867745,37.3803745302,Tekstil'shhiki
1417,24016,55.8511867745,37.3803745302,Kuz'minki
1418,9436,55.8886737918,37.6590951658,Mitino
1419,3202,55.631087263,37.4833484296,Savelovskoe
1420,16785,55.631087263,37.4833484296,Golovinskoe
1421,29834,55.631087263,37.4833484296,Prospekt Vernadskogo
1422,6998,55.8381768448,37.3828895198,Matushkino
1423,17078,55.8381768448,37.3828895198,Ramenki
1424,25045,55.8381768448,37.3828895198,Dmitrovskoe
1425,28669,55.7034646011,37.8452928079,Severnoe Tushino
1426,17987,55.7710732102,37.8305783296,Juzhnoportovoe
1427,19728,55.7710732102,37.8305783296,Losinoostrovskoe
1428,24976,55.7710732102,37.8305783296,Tverskoe
1429,3104,55.8250450495,37.818848872,Troparevo-Nikulino
1430,12245,55.6358791805,37.7957206757,Brateevo
1431,11982,55.8962141645,37.6094174452,Savelki
1432,13942,55.8962141645,37.6094174452,Severnoe Tushino
1433,23967,55.8962141645,37.6094174452,Severnoe Tushino
1434,12797,55.636680962,37.797035998,Mar'ino
1435,27528,55.7386570384,37.8537370523,Losinoostrovskoe
1436,27843,55.737699904,37.8536072181,Rostokino
1437,25739,55.8003016524,37.3969726001,Sviblovo
1438,10372,55.6236347625,37.4922838047,Horoshevo-Mnevniki
1439,14283,55.7503352629,37.8293174075,Orehovo-Borisovo Severnoe
1440,19917,55.7189960666,37.8261273439,Kosino-Uhtomskoe
1441,19393,55.7072356661,37.8212433975,Tekstil'shhiki
1442,20369,55.8571675049,37.4097516491,Timirjazevskoe
1443,774,55.8368176399,37.3830765523,Preobrazhenskoe
1444,9860,55.8368176399,37.3830765523,Danilovskoe
1445,13377,55.8368176399,37.3830765523,Bibirevo
1446,13479,55.8368176399,37.3830765523,Nagatinskij Zaton
1447,16892,55.8368176399,37.3830765523,Kuncevo
1448,27388,55.8368176399,37.3830765523,Jasenevo
1449,260,55.6343054205,37.7931551512,Rjazanskij
1450,364,55.6343054205,37.7931551512,Golovinskoe
1451,1306,55.6343054205,37.7931551512,Orehovo-Borisovo Juzhnoe
1452,11570,55.6343054205,37.7931551512,Zjablikovo
1453,391,55.7838184256,37.3572113802,Izmajlovo
1454,5147,55.8771837631,37.7167037602,Severnoe Izmajlovo
1455,917,55.7252788508,37.8266189246,Vyhino-Zhulebino
1456,6815,55.7252788508,37.8266189246,Pokrovskoe Streshnevo
1457,10253,55.7252788508,37.8266189246,Bibirevo
1458,10577,55.7252788508,37.8266189246,Krjukovo
1459,13989,55.7252788508,37.8266189246,Akademicheskoe
1460,21554,55.7252788508,37.8266189246,Juzhnoe Butovo
1461,2221,55.8226170788,37.8203832341,Novogireevo
1462,8618,55.8226170788,37.8203832341,Birjulevo Vostochnoe
1463,9583,55.8226170788,37.8203832341,Orehovo-Borisovo Juzhnoe
1464,13095,55.8226170788,37.8203832341,Otradnoe
1465,13251,55.8226170788,37.8203832341,Jakimanka
1466,13635,55.8226170788,37.8203832341,Ochakovo-Matveevskoe
1467,22482,55.8226170788,37.8203832341,Jasenevo
1468,24817,55.8226170788,37.8203832341,Brateevo
1469,1635,55.6442689134,37.4684485233,Fili Davydkovo
1470,4791,55.8006092695,37.8271959689,Nagatino-Sadovniki
1471,11174,55.8003963001,37.3970962952,Ljublino
1472,14023,55.8003963001,37.3970962952,Tverskoe
1473,16941,55.6982190915,37.8170133677,Brateevo
1474,9765,55.6017433,37.5199593101,Mar'ina Roshha
1475,10048,55.6017433,37.5199593101,Beskudnikovskoe
1476,10649,55.6017433,37.5199593101,Novogireevo
1477,13818,55.6017433,37.5199593101,Novogireevo
1478,14024,55.6017433,37.5199593101,Solncevo
1479,15243,55.6017433,37.5199593101,Nagatino-Sadovniki
1480,21297,55.6017433,37.5199593101,Basmannoe
1481,22840,55.6017433,37.5199593101,Juzhnoe Butovo
1482,26033,55.6017433,37.5199593101,Gagarinskoe
1483,2164,55.6259028206,37.4899082398,Ajeroport
1484,2965,55.6259028206,37.4899082398,Kosino-Uhtomskoe
1485,9614,55.6259028206,37.4899082398,Akademicheskoe
1486,12777,55.6259028206,37.4899082398,Fili Davydkovo
1487,19666,55.6259028206,37.4899082398,Ivanovskoe
1488,21150,55.8944680748,37.6162785953,Horoshevskoe
1489,30217,55.8944680748,37.6162785953,Kuz'minki
1490,24112,55.7365240796,37.8537064681,Juzhnoe Medvedkovo
1491,11058,55.8145719071,37.8258177689,Fili Davydkovo
1492,27233,55.7661272278,37.8299709555,Troparevo-Nikulino
1493,26235,55.6869622345,37.8435629803,Zjuzino
1494,24152,55.7646739372,37.8298879337,Severnoe Tushino
1495,2657,55.8875036326,37.687111912,Ajeroport
1496,8046,55.8875036326,37.687111912,Presnenskoe
1497,7574,55.580822706,37.639035692,Rjazanskij
1498,778,55.8766684685,37.7174007852,Perovo
1499,17320,55.7382662503,37.8539999848,Vyhino-Zhulebino
1500,26757,55.8726357435,37.4422666589,Veshnjaki
1501,19825,55.5793309395,37.6647769156,Vojkovskoe
1502,117,55.604397519,37.5152172485,Chertanovo Central'noe
1503,1998,55.7020838337,37.8452081061,Chertanovo Severnoe
1504,12634,55.7020838337,37.8452081061,Nagornoe
1505,26017,55.7020838337,37.8452081061,Gagarinskoe
1506,9536,55.8981898959,37.5316215587,Altuf'evskoe
1507,15205,55.8981898959,37.5316215587,Fili Davydkovo
1508,22160,55.774381012,37.8297426533,Orehovo-Borisovo Juzhnoe
1509,30138,55.8750126907,37.7205824612,Troparevo-Nikulino
1510,6895,55.7355918008,37.8538106099,Severnoe Tushino
1511,14860,55.7355918008,37.8538106099,Birjulevo Vostochnoe
1512,701,55.7217427106,37.8260119625,Presnenskoe
1513,7817,55.7217427106,37.8260119625,Ochakovo-Matveevskoe
1514,15158,55.7217427106,37.8260119625,Beskudnikovskoe
1515,15758,55.7217427106,37.8260119625,Timirjazevskoe
1516,16006,55.7217427106,37.8260119625,Veshnjaki
1517,27011,55.7217427106,37.8260119625,Tverskoe
1518,21394,55.756649611,37.8292159188,Golovinskoe
1519,12910,55.8251503687,37.8176211464,Izmajlovo
1520,22577,55.778255838,37.8293437695,Savelovskoe
1521,23526,55.7181314521,37.3971708411,Otradnoe
1522,26583,55.7181314521,37.3971708411,Kuncevo
1523,15308,55.8249993573,37.81793122,Lefortovo
1524,29163,55.8249993573,37.81793122,Jakimanka
1525,13740,55.8882667981,37.6583197725,Severnoe Tushino
1526,19007,55.8023240015,37.3987725558,Kuncevo
1527,21237,55.8023240015,37.3987725558,Mar'ino
1528,27986,55.8023240015,37.3987725558,Levoberezhnoe
1529,3062,55.5988332479,37.7241298684,Golovinskoe
1530,8551,55.8743449023,37.7218815851,Alekseevskoe
1531,6606,55.8016816036,37.397993795,Juzhnoe Butovo
1532,16056,55.8496907467,37.4062613915,Caricyno
1533,27755,55.7182474159,37.825492259,Savelovskoe
1534,13505,55.6828062047,37.8454920074,Dmitrovskoe
1535,10578,55.8110876909,37.8257834907,Strogino
1536,13530,55.5813306848,37.6783092303,Jakimanka
1537,14014,55.5813306848,37.6783092303,Nagatino-Sadovniki
1538,22414,55.5813306848,37.6783092303,Juzhnoe Tushino
1539,25971,55.5813306848,37.6783092303,Birjulevo Vostochnoe
1540,9110,55.7113834901,37.4027265651,Krjukovo
1541,2311,55.5998793606,37.5280491697,Brateevo
1542,28438,55.5998793606,37.5280491697,Kurkino
1543,4722,55.5980811255,37.7221128817,Strogino
1544,1330,55.8263965902,37.8149273508,Beskudnikovskoe
1545,27214,55.8263965902,37.8149273508,Sokol'niki
1546,14919,55.8890087559,37.6491412666,Mozhajskoe
1547,3708,55.6068187373,37.7428270482,Ramenki
1548,16109,55.5840389124,37.5941786825,Otradnoe
1549,28163,55.5840389124,37.5941786825,Ramenki
1550,11582,55.7326817101,37.8537327703,Perovo
1551,14481,55.7326817101,37.8537327703,Chertanovo Severnoe
1552,19018,55.7326817101,37.8537327703,Cheremushki
1553,23201,55.7326817101,37.8537327703,Kosino-Uhtomskoe
1554,9137,55.8892234455,37.6468942822,Fili Davydkovo
1555,17627,55.8892234455,37.6468942822,Severnoe Tushino
1556,28187,55.8892234455,37.6468942822,Novo-Peredelkino
1557,3221,55.6336562983,37.4814410562,Obruchevskoe
1558,4679,55.6336562983,37.4814410562,Vojkovskoe
1559,921,55.7206795529,37.8255660525,Birjulevo Vostochnoe
1560,18862,55.7206795529,37.8255660525,Vyhino-Zhulebino
1561,21355,55.7206795529,37.8255660525,Kuz'minki
1562,22770,55.7206795529,37.8255660525,Otradnoe
1563,25262,55.9030346632,37.5738260195,Golovinskoe
1564,18373,55.8935919856,37.6187302347,Koptevo
1565,23170,55.7784676382,37.8290460599,Mar'ino
1566,14148,55.6233645018,37.4936988317,Mitino
1567,24525,55.6233645018,37.4936988317,Nagornoe
1568,5866,55.7218239389,37.825608248,Horoshevskoe
1569,28534,55.8046395894,37.400387681,Savelki
1570,15869,55.7425389083,37.8550258144,Juzhnoe Medvedkovo
1571,3943,55.7435724274,37.8280617848,Solncevo
1572,16770,55.7435724274,37.8280617848,Novogireevo
1573,21506,55.7435724274,37.8280617848,Kon'kovo
1574,16543,55.8034358921,37.3997244205,Severnoe Tushino
1575,25068,55.8034358921,37.3997244205,Timirjazevskoe
1576,15992,55.7770545646,37.8290316413,Zamoskvorech'e
1577,19636,55.7770545646,37.8290316413,Kuz'minki
1578,3352,55.8818175791,37.4949094499,Severnoe Medvedkovo
1579,28051,55.8818175791,37.4949094499,Fili Davydkovo
1580,15018,55.8817793822,37.494885382,Preobrazhenskoe
1581,3853,55.7390213259,37.8547330714,Pechatniki
1582,932,55.8965305283,37.6057193303,Otradnoe
1583,24907,55.6994706495,37.816570316,Basmannoe
1584,26285,55.6994706495,37.816570316,Mitino
1585,27387,55.6994706495,37.816570316,Losinoostrovskoe
1586,12067,55.8140958494,37.403703586,Kuncevo
1587,12526,55.8140958494,37.403703586,Bogorodskoe
1588,19255,55.8102953271,37.8255335661,Chertanovo Central'noe
1589,16673,55.8869753576,37.690994253,Lianozovo
1590,10336,55.8254903423,37.8163262663,Severnoe Tushino
1591,14210,55.8254903423,37.8163262663,Krjukovo
1592,19603,55.8254903423,37.8163262663,Hamovniki
1593,19953,55.8254903423,37.8163262663,Timirjazevskoe
1594,20002,55.8254903423,37.8163262663,Cheremushki
1595,20441,55.5973727252,37.7198523979,Jaroslavskoe
1596,21299,55.5800664183,37.6727311619,Nekrasovka
1597,26509,55.5800664183,37.6727311619,Mar'ino
1598,23343,55.5809826101,37.6433892556,Nagatinskij Zaton
1599,27004,55.8215904421,37.8195076937,Bogorodskoe
1600,3223,55.7561490058,37.8284235784,Horoshevskoe
1601,23663,55.8064811024,37.8256785173,Butyrskoe
1602,11466,55.798747871,37.396416323,Juzhnoe Tushino
1603,25511,55.6062600544,37.5139805099,Levoberezhnoe
1604,25703,55.6062600544,37.5139805099,Kon'kovo
1605,19921,55.7197962065,37.8250126568,Meshhanskoe
1606,14431,55.5992139703,37.5316526018,Strogino
1607,12879,55.9025422609,37.5834445966,Dorogomilovo
1608,20117,55.9025422609,37.5834445966,Hamovniki
1609,12301,55.8868528189,37.6904598397,Preobrazhenskoe
1610,26416,55.7172355352,37.8246777622,Ljublino
1611,6545,55.8056342063,37.8256845875,Sokolinaja Gora
1612,6085,55.8512202818,37.407795824,Vyhino-Zhulebino
1613,15556,55.6377785262,37.796964724,Severnoe Tushino
1614,1839,55.7401557912,37.8552687618,Juzhnoe Butovo
1615,29142,55.7401557912,37.8552687618,Preobrazhenskoe
1616,1295,55.5853414483,37.6878667151,Zapadnoe Degunino
1617,21903,55.5853414483,37.6878667151,Akademicheskoe
1618,27031,55.8945836868,37.6126970692,Babushkinskoe
1619,24302,55.771457935,37.8291287741,Severnoe Izmajlovo
1620,841,55.7422364958,37.8554945284,Brateevo
1621,11842,55.7422364958,37.8554945284,Nagornoe
1622,17528,55.7422364958,37.8554945284,Alekseevskoe
1623,24580,55.7422364958,37.8554945284,Caricyno
1624,10257,55.6638579465,37.4157822053,Solncevo
1625,20660,55.6638579465,37.4157822053,Dmitrovskoe
1626,15378,55.7142168503,37.4002563496,Nagatino-Sadovniki
1627,24421,55.7142168503,37.4002563496,Orehovo-Borisovo Juzhnoe
1628,8460,55.8815125894,37.4951354444,Strogino
1629,27872,55.8131088064,37.8247053364,Danilovskoe
1630,2430,55.7943960175,37.3932264835,Nagatino-Sadovniki
1631,11651,55.7568048344,37.8282253786,Ramenki
1632,449,55.628476053,37.4884259288,Troparevo-Nikulino
1633,1860,55.628476053,37.4884259288,Juzhnoe Medvedkovo
1634,3088,55.628476053,37.4884259288,Horoshevo-Mnevniki
1635,3760,55.628476053,37.4884259288,Izmajlovo
1636,11455,55.628476053,37.4884259288,Jasenevo
1637,18363,55.628476053,37.4884259288,Gol'janovo
1638,18846,55.628476053,37.4884259288,Prospekt Vernadskogo
1639,23148,55.628476053,37.4884259288,Veshnjaki
1640,26962,55.628476053,37.4884259288,Cheremushki
1641,28165,55.628476053,37.4884259288,Alekseevskoe
1642,29325,55.7203064795,37.3970154336,Veshnjaki
1643,15084,55.5740827807,37.5655021667,Teplyj Stan
1644,22243,55.5740827807,37.5655021667,Chertanovo Juzhnoe
1645,29425,55.5740827807,37.5655021667,Mar'ino
1646,15510,55.8761268993,37.7166766887,Krjukovo
1647,4262,55.5720500713,37.5741923987,Nagatinskij Zaton
1648,11356,55.6152225842,37.4702055152,Horoshevo-Mnevniki
1649,6002,55.643586731,37.4708856996,Krylatskoe
1650,20820,55.8018745842,37.825647215,Severnoe Tushino
1651,12723,55.5734671819,37.567877233,Pokrovskoe Streshnevo
1652,28462,55.6201273648,37.4982260425,Troparevo-Nikulino
1653,29174,55.8001708954,37.825826079,Izmajlovo
1654,1502,55.7029525576,37.8467844859,Birjulevo Vostochnoe
1655,13138,55.7029525576,37.8467844859,Lefortovo
1656,21779,55.8968836363,37.6028015608,Silino
1657,3194,55.8814257798,37.4952122806,Shhukino
1658,8701,55.8814257798,37.4952122806,Nagatinskij Zaton
1659,585,55.572788083,37.5705748893,Chertanovo Severnoe
1660,2561,55.572788083,37.5705748893,Ramenki
1661,40,55.739526056,37.8269800731,Orehovo-Borisovo Juzhnoe
1662,26190,55.739526056,37.8269800731,Vojkovskoe
1663,1704,55.9002546802,37.5906065503,Ajeroport
1664,3637,55.9002546802,37.5906065503,Pokrovskoe Streshnevo
1665,4564,55.9002546802,37.5906065503,Caricyno
1666,17067,55.9002546802,37.5906065503,Krjukovo
1667,25750,55.9002546802,37.5906065503,Hovrino
1668,5978,55.7912612913,37.3583247934,Caricyno
1669,13683,55.803946005,37.8252797817,Ljublino
1670,1715,55.7622448253,37.8282967192,Chertanovo Severnoe
1671,18697,55.7622448253,37.8282967192,Metrogorodok
1672,1615,55.7079178145,37.8197926741,Mozhajskoe
1673,7966,55.7079178145,37.8197926741,Chertanovo Central'noe
1674,5941,55.8414823313,37.3787604803,Filevskij Park
1675,18580,55.8414823313,37.3787604803,Jaroslavskoe
1676,14897,55.8866245461,37.688382098,Begovoe
1677,9358,55.5995067113,37.7236836183,Matushkino
1678,19332,55.5995067113,37.7236836183,Severnoe Tushino
1679,29253,55.5995067113,37.7236836183,Kuz'minki
1680,2929,55.8818843259,37.7051054573,Nagatinskij Zaton
1681,15952,55.8818843259,37.7051054573,Juzhnoe Butovo
1682,5924,55.6104254121,37.7482637407,Zjuzino
1683,6174,55.9026356693,37.5800864513,Butyrskoe
1684,12886,55.9026356693,37.5800864513,Silino
1685,21483,55.9026356693,37.5800864513,Orehovo-Borisovo Juzhnoe
1686,548,55.8882894326,37.6499749174,Juzhnoportovoe
1687,12087,55.8882894326,37.6499749174,Horoshevo-Mnevniki
1688,24162,55.8882894326,37.6499749174,Juzhnoe Butovo
1689,25003,55.8882894326,37.6499749174,Novogireevo
1690,1528,55.8529155339,37.4092387941,Bogorodskoe
1691,189,55.7661762308,37.8284176437,Vostochnoe Izmajlovo
1692,18323,55.7661762308,37.8284176437,Severnoe Medvedkovo
1693,2843,55.854103587,37.4099626731,Obruchevskoe
1694,3208,55.8946013072,37.6112294065,Sokol'niki
1695,21417,55.880017142,37.7085951263,Bogorodskoe
1696,25953,55.880017142,37.7085951263,Ajeroport
1697,20247,55.8301320019,37.8060444265,Losinoostrovskoe
1698,14594,55.6354358083,37.7924864064,Golovinskoe
1699,15061,55.6354358083,37.7924864064,Kotlovka
1700,10356,55.8747250917,37.465409246,Ostankinskoe
1701,12633,55.8747250917,37.465409246,Bibirevo
1702,23543,55.8747250917,37.465409246,Kuncevo
1703,24887,55.8780371474,37.4829812047,Birjulevo Vostochnoe
1704,13718,55.8093769975,37.8246464987,Novogireevo
1705,116,55.8946320713,37.5266462096,Bibirevo
1706,1160,55.7530122501,37.8274678061,Tekstil'shhiki
1707,6937,55.7745715113,37.8281379849,Ajeroport
1708,26113,55.7357107548,37.8553931257,Ljublino
1709,2455,55.6412132458,37.8013280654,Sokolinaja Gora
1710,11474,55.8974444203,37.5998503933,Solncevo
1711,19008,55.8974444203,37.5998503933,Jasenevo
1712,16570,55.7021075163,37.8469393867,Ivanovskoe
1713,19661,55.7021075163,37.8469393867,Kuz'minki
1714,2351,55.8877607102,37.6541354441,Severnoe Butovo
1715,3783,55.5815163203,37.6433080352,Vojkovskoe
1716,21947,55.7344103162,37.8552353231,Troparevo-Nikulino
1717,27521,55.7344103162,37.8552353231,Marfino
1718,18399,55.7413898513,37.8267718741,Bogorodskoe
1719,22962,55.7413898513,37.8267718741,Tverskoe
1720,4964,55.6041859398,37.5178637419,Chertanovo Severnoe
1721,11506,55.6041859398,37.5178637419,Krjukovo
1722,14045,55.6041859398,37.5178637419,Mar'ino
1723,24050,55.6041859398,37.5178637419,Shhukino
1724,27948,55.6041859398,37.5178637419,Butyrskoe
1725,554,55.8870593449,37.6671219814,Basmannoe
1726,23025,55.8870593449,37.6671219814,Fili Davydkovo
1727,26803,55.8870593449,37.6671219814,Caricyno
1728,23896,55.7781945759,37.827729489,Rostokino
1729,2847,55.6146540917,37.4699837435,Nagatino-Sadovniki
1730,14846,55.6146540917,37.4699837435,Mozhajskoe
1731,18103,55.737469251,37.826194651,Ramenki
1732,16974,55.7027596258,37.8166878825,Vostochnoe Degunino
1733,24412,55.7027596258,37.8166878825,Kosino-Uhtomskoe
1734,1247,55.8506944797,37.4084855639,Silino
1735,8438,55.8884070011,37.6466644007,Ivanovskoe
1736,13452,55.8863905155,37.687670114,Severnoe Butovo
1737,10245,55.7105070057,37.4058511566,Severnoe Tushino
1738,29190,55.686327342,37.845807132,Ivanovskoe
1739,13690,55.8871251351,37.6629097827,Taganskoe
1740,22079,55.8004211389,37.3995283243,Severnoe Tushino
1741,24149,55.8774198751,37.7129748699,Juzhnoe Butovo
1742,798,55.8919266285,37.6224671077,Gol'janovo
1743,17972,55.8919266285,37.6224671077,Juzhnoportovoe
1744,24944,55.8919266285,37.6224671077,Birjulevo Vostochnoe
1745,27827,55.8919266285,37.6224671077,Horoshevskoe
1746,1953,55.6064261525,37.7393572974,Birjulevo Vostochnoe
1747,13810,55.6064261525,37.7393572974,Severnoe Tushino
1748,12574,55.8968433946,37.6012995206,Veshnjaki
1749,19777,55.8968433946,37.6012995206,Mar'ino
1750,25263,55.7360938657,37.8557640064,Mozhajskoe
1751,23114,55.897244808,37.5325919001,Donskoe
1752,16921,55.7521639693,37.8270563176,Kosino-Uhtomskoe
1753,10280,55.901522378,37.5846112082,Pechatniki
1754,15067,55.901522378,37.5846112082,Chertanovo Central'noe
1755,16282,55.901522378,37.5846112082,Levoberezhnoe
1756,1480,55.7473666086,37.8266015253,Savelki
1757,4417,55.7473666086,37.8266015253,Kotlovka
1758,11523,55.7473666086,37.8266015253,Solncevo
1759,27706,55.7473666086,37.8266015253,Nekrasovka
1760,13053,55.8948991326,37.6086022667,Golovinskoe
1761,1458,55.698180151,37.8146941211,Nagatinskij Zaton
1762,10243,55.7569124086,37.8272585823,Izmajlovo
1763,7642,55.8243223072,37.8163247849,Teplyj Stan
1764,11708,55.8243223072,37.8163247849,Zapadnoe Degunino
1765,24584,55.7137567209,37.4018211011,Levoberezhnoe
1766,29064,55.5697522876,37.581201613,Kuncevo
1767,729,55.7145704497,37.4011176217,Izmajlovo
1768,6650,55.7145704497,37.4011176217,Teplyj Stan
1769,17028,55.7145704497,37.4011176217,Kuncevo
1770,17173,55.7145704497,37.4011176217,Vyhino-Zhulebino
1771,26547,55.7145704497,37.4011176217,Nagornoe
1772,17626,55.8031863221,37.8245081084,Perovo
1773,19046,55.8031863221,37.8245081084,Mitino
1774,531,55.8810133802,37.7057844963,Chertanovo Juzhnoe
1775,12498,55.8550533436,37.4111177534,Bogorodskoe
1776,9065,55.6060645896,37.7381486396,Kosino-Uhtomskoe
1777,199,55.6358968059,37.7924294122,Silino
1778,10566,55.6358968059,37.7924294122,Ljublino
1779,11166,55.6358968059,37.7924294122,Savelki
1780,11417,55.6358968059,37.7924294122,Severnoe Izmajlovo
1781,16904,55.8003302189,37.3996907622,Sokol'niki
1782,3866,55.8777018196,37.4829136502,Horoshevo-Mnevniki
1783,6365,55.8115666124,37.4044683183,Juzhnoe Butovo
1784,1046,55.7328374274,37.8252269454,Vyhino-Zhulebino
1785,4323,55.7328374274,37.8252269454,Jasenevo
1786,29093,55.7328374274,37.8252269454,Donskoe
1787,549,55.720379097,37.8237497496,Kosino-Uhtomskoe
1788,5403,55.720379097,37.8237497496,Solncevo
1789,11392,55.720379097,37.8237497496,Akademicheskoe
1790,21796,55.720379097,37.8237497496,Shhukino
1791,22145,55.720379097,37.8237497496,Mar'ino
1792,22833,55.720379097,37.8237497496,Ljublino
1793,3240,55.7467589308,37.8263837014,Novogireevo
1794,3904,55.7467589308,37.8263837014,Krjukovo
1795,10401,55.8804390959,37.7066905878,Mar'ino
1796,17402,55.8804390959,37.7066905878,Perovo
1797,17203,55.7753165751,37.8274683043,Timirjazevskoe
1798,17890,55.7753165751,37.8274683043,Staroe Krjukovo
1799,23152,55.7753165751,37.8274683043,Hovrino
1800,10315,55.7506207226,37.826727863,Meshhanskoe
1801,20599,55.8937682669,37.5251845592,Mar'ino
1802,19858,55.7318993885,37.824955114,Marfino
1803,7392,55.8971987165,37.5331201988,Vojkovskoe
1804,11005,55.7558594994,37.8268217199,Severnoe Izmajlovo
1805,19499,55.7558594994,37.8268217199,Ajeroport
1806,25749,55.5815007119,37.6512329253,Meshhanskoe
1807,23164,55.8221854486,37.8177142747,Zjablikovo
1808,1297,55.7105308938,37.8201102572,Severnoe Izmajlovo
1809,13434,55.7105308938,37.8201102572,Fili Davydkovo
1810,28477,55.56879427,37.5845549205,Juzhnoe Tushino
1811,28678,55.6324290157,37.4852917452,Golovinskoe
1812,10195,55.5808488918,37.6629755413,Birjulevo Vostochnoe
1813,13410,55.88589428,37.6917377767,Bogorodskoe
1814,24940,55.88589428,37.6917377767,Shhukino
1815,137,55.7393640019,37.8566961382,Hamovniki
1816,3856,55.8741872468,37.7185679265,Strogino
1817,3160,55.5806879241,37.6660605919,Ochakovo-Matveevskoe
1818,12756,55.5806879241,37.6660605919,Kotlovka
1819,18128,55.5806879241,37.6660605919,Severnoe Tushino
1820,10962,55.8957304979,37.5300669415,Fili Davydkovo
1821,14878,55.8957304979,37.5300669415,Novokosino
1822,21415,55.8957304979,37.5300669415,Ljublino
1823,16201,55.8859984165,37.6892300986,Severnoe Tushino
1824,23856,55.8949035588,37.6075070963,Kon'kovo
1825,14457,55.8545464402,37.4112615036,Zjablikovo
1826,23668,55.8545464402,37.4112615036,Cheremushki
1827,6751,55.8860321262,37.6873643696,Nagatinskij Zaton
1828,19776,55.7986085374,37.8246184679,Obruchevskoe
1829,22766,55.599681083,37.5340765463,Gagarinskoe
1830,26618,55.599681083,37.5340765463,Vyhino-Zhulebino
1831,2410,55.6209425958,37.4988915172,Marfino
1832,24550,55.6209425958,37.4988915172,Orehovo-Borisovo Severnoe
1833,30089,55.6209425958,37.4988915172,Severnoe Butovo
1834,25114,55.7133685739,37.402865298,Severnoe Butovo
1835,26409,55.7133685739,37.402865298,Bogorodskoe
1836,26772,55.7133685739,37.402865298,Novokosino
1837,28245,55.7133685739,37.402865298,Strogino
1838,28366,55.7133685739,37.402865298,Kosino-Uhtomskoe
1839,13257,55.8002659784,37.4001271135,Mar'ino
1840,21991,55.7735044743,37.8273210986,Vostochnoe Izmajlovo
1841,143,55.8873057291,37.6535498688,Caricyno
1842,444,55.8873057291,37.6535498688,Golovinskoe
1843,2924,55.8873057291,37.6535498688,Ljublino
1844,20991,55.8873057291,37.6535498688,Obruchevskoe
1845,12021,55.5813714484,37.6557319434,Sokol
1846,18248,55.5813714484,37.6557319434,Lefortovo
1847,16693,55.8139117014,37.8232015626,Juzhnoe Butovo
1848,923,55.7712675152,37.8275090729,Kon'kovo
1849,4801,55.6045576496,37.7337035548,Novo-Peredelkino
1850,27849,55.8081002895,37.4038073252,Hamovniki
1851,2008,55.7096870108,37.8194224558,Rostokino
1852,27802,55.7025586557,37.8481049501,Veshnjaki
1853,18170,55.7353603698,37.8250899961,Gol'janovo
1854,20488,55.7353603698,37.8250899961,Sokolinaja Gora
1855,27809,55.7353603698,37.8250899961,Beskudnikovskoe
1856,16837,55.6001880824,37.7232100359,Preobrazhenskoe
1857,8987,55.8147306618,37.4060509639,Teplyj Stan
1858,12651,55.7029293932,37.8158558332,Losinoostrovskoe
1859,13425,55.7029293932,37.8158558332,Lomonosovskoe
1860,18780,55.642498662,37.4740406631,Severnoe Medvedkovo
1861,29037,55.8871730814,37.6540963764,Altuf'evskoe
1862,12415,55.6366591694,37.7927210602,Obruchevskoe
1863,15696,55.6366591694,37.7927210602,Presnenskoe
1864,1075,55.5809108044,37.6646801007,Bogorodskoe
1865,1514,55.5809108044,37.6646801007,Jasenevo
1866,27329,55.5727682739,37.5665721507,Otradnoe
1867,1140,55.7789147016,37.8267128767,Nagatino-Sadovniki
1868,9070,55.7789147016,37.8267128767,Timirjazevskoe
1869,17319,55.7789147016,37.8267128767,Brateevo
1870,13101,55.6170475158,37.7583607973,Golovinskoe
1871,28832,55.6170475158,37.7583607973,Fili Davydkovo
1872,28971,55.6170475158,37.7583607973,Severnoe Izmajlovo
1873,29467,55.6170475158,37.7583607973,Bogorodskoe
1874,17119,55.608759988,37.5133840837,Nagornoe
1875,21340,55.608759988,37.5133840837,Mar'ino
1876,28814,55.608759988,37.5133840837,Losinoostrovskoe
1877,20916,55.5853859919,37.5946382982,Birjulevo Zapadnoe
